"","TeamA","Agmean","AgSD","Agskew","Aogmean","AogSD","Aogskew","Awins","Aties","Year"
"45","BneTA","1.41176470588235","1.00366973710303","-0.121998185630887","0.764705882352941","1.03255821656129","1.0827062982044","0.529411764705882","0.294117647058824","2010"
"46","HacRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2010"
"47","HapAc","1.625","1.20415945787923","-0.167791244316554","0.875","0.957427107756338","0.654274826219853","0.5","0.3125","2010"
"48","HapAs","1.05882352941176","1.34492510178514","0.771083489087298","1.58823529411765","1.46025783380075","0.573015101734794","0.294117647058824","0.235294117647059","2010"
"49","HapBS","1.0625","1.28937969582276","1.64211130985116","1.1875","1.04682058316281","0.307745410454847","0.3125","0.1875","2010"
"50","HapHa","1.23529411764706","1.0914103126635","0.919650939377661","1.29411764705882","1.10480235123488","0.494473884558738","0.352941176470588","0.235294117647059","2010"
"51","HapKS","1.76470588235294","1.0914103126635","0.166269883830282","1.05882352941176","0.966345450349804","0.284201628474134","0.470588235294118","0.294117647058824","2010"
"52","HapPT","1.27777777777778","1.01781516613691","0.418260348844646","1.5","1.33944676902773","1.17902033077725","0.333333333333333","0.222222222222222","2010"
"53","HapRa","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2010"
"54","HapRG","0.764705882352941","0.831370236770739","1.02652185281031","1.76470588235294","1.14724734499071","-0.0355865575557842","0.117647058823529","0.235294117647059","2010"
"55","HapRL","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2010"
"56","HapRS","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2010"
"57","HapTA","2.27777777777778","1.60167396093093","0.220006514599741","1","1.08465228909328","1.04488170515986","0.666666666666667","0.166666666666667","2010"
"58","MacAN","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2010"
"59","MacHa","1.88888888888889","1.07860961093922","-0.32685174112019","0.833333333333333","1.04318516770401","0.603564591524443","0.666666666666667","0.222222222222222","2010"
"60","MacNa","1.52941176470588","1.17885787199006","0.472617066716749","1.41176470588235","1.37198868114007","0.37830570252024","0.352941176470588","0.411764705882353","2010"
"61","MacPT","1.88235294117647","1.26897364734145","0.377714584921329","1.35294117647059","1.05718827974185","0.214986308150208","0.352941176470588","0.294117647058824","2010"
"62","MacTA","1.55555555555556","1.46416899628192","0.427840156205631","1","0.840168050416806","0.562056867061243","0.5","0.166666666666667","2010"
"63","MemAs","1.5","1.2485285456936","0.428176990275838","1.38888888888889","1.14475216371923","-0.0758955206915746","0.333333333333333","0.333333333333333","2010"
"64","BeiYe","1.05263157894737","0.970319776071918","0.594617106506128","0.894736842105263","1.10023920844036","1.37926714021974","0.473684210526316","0.263157894736842","2011"
"65","BneSa","1.78947368421053","1.43677676950183","0.455080766699661","1.26315789473684","1.19452944074029","0.258660677071715","0.473684210526316","0.105263157894737","2011"
"66","BneTA","1.83333333333333","1.65387246111877","0.76549401486142","0.833333333333333","0.857492925712544","0.822380178354478","0.555555555555556","0.333333333333333","2011"
"67","HacRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2011"
"68","HapAc","1.42105263157895","0.96123701977563","-0.14379766648226","1","1","0.315789473684211","0.421052631578947","0.263157894736842","2011"
"69","HapAs","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2011"
"70","HapBS","1.22222222222222","0.942809041582063","0.37974253063722","1.5","1.15044748327106","0.547291066115778","0.388888888888889","0.166666666666667","2011"
"71","HapHa","1.57894736842105","0.96123701977563","-0.211756837627986","1.21052631578947","1.03166248617468","0.753648202279354","0.421052631578947","0.315789473684211","2011"
"72","HapKS","1.10526315789474","0.994134846772434","1.09066316236526","0.421052631578947","0.768533196975772","1.98875941992061","0.578947368421053","0.263157894736842","2011"
"73","HapPT","1","1.02899151085505","0.611890013656606","1.05555555555556","0.872604096080652","0.906327692934303","0.277777777777778","0.222222222222222","2011"
"74","HapRa","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2011"
"75","HapRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2011"
"76","HapRL","1.11111111111111","1.27827498141228","1.0829795616299","1.33333333333333","0.840168050416806","-0.0624507630068045","0.222222222222222","0.333333333333333","2011"
"77","HapRS","1.21052631578947","1.39757517660733","1.03378273767215","0.947368421052632","0.779863535820802","0.74694672490856","0.315789473684211","0.368421052631579","2011"
"78","HapTA","2.10526315789474","2.1575381248622","0.783545928534546","0.842105263157895","1.11868761873192","0.967866305271492","0.473684210526316","0.421052631578947","2011"
"79","MacAN","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2011"
"80","MacHa","1.83333333333333","1.33944676902773","0.701247386279281","1.16666666666667","1.15044748327106","1.00944796639132","0.555555555555556","0.277777777777778","2011"
"81","MacNa","1.55555555555556","1.46416899628192","1.48979274004596","1.22222222222222","1.06027496741928","0.98167103893733","0.5","0.222222222222222","2011"
"82","MacPT","1.22222222222222","0.808452083454443","-0.379020302325298","1.77777777777778","1.30859401674224","0.238126255197799","0.333333333333333","0.166666666666667","2011"
"83","MacTA","1.77777777777778","1.47750009676741","0.670689660202587","0.777777777777778","0.878203752021909","0.897202206901824","0.611111111111111","0.166666666666667","2011"
"84","MemAs","1.47368421052632","1.02026255077535","-0.0815435856185173","1","1","0.631578947368421","0.526315789473684","0.315789473684211","2011"
"85","BeiYe","1.41176470588235","0.939336436627724","0.452354958501508","1.35294117647059","0.861769724940212","-0.1221267393631","0.294117647058824","0.411764705882353","2012"
"86","BneSa","1","0.894427190999916","0.524078432226513","1.375","1.31021626713557","0.171935781827015","0.375","0.25","2012"
"87","BneTA","1.44444444444444","1.04161764590537","-0.303450246434181","1.22222222222222","1.1143742932065","0.792001484821807","0.444444444444444","0.277777777777778","2012"
"88","HacRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"89","HapAc","1.5","1.50554530541816","0.824159073170355","1.5625","1.20933866224478","0.393406109307385","0.25","0.4375","2012"
"90","HapAs","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"91","HapBS","1.05882352941176","1.02899151085505","0.540276588488165","0.764705882352941","0.970142500145332","0.8279203229641","0.411764705882353","0.352941176470588","2012"
"92","HapHa","1.44444444444444","1.09663776110663","0.133135187128678","1","1.08465228909328","0.783661278869895","0.444444444444444","0.388888888888889","2012"
"93","HapKS","1","1.02899151085505","0.611890013656606","0.777777777777778","0.878203752021909","0.897202206901824","0.388888888888889","0.277777777777778","2012"
"94","HapPT","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"95","HapRa","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"96","HapRG","0.9375","0.853912563829966","0.708137490433279","1.125","0.806225774829855","0.514326723957655","0.1875","0.4375","2012"
"97","HapRL","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"98","HapRS","1","1.02899151085505","0.611890013656606","1.11111111111111","1.1826634392157","1.00920533136536","0.444444444444444","0.111111111111111","2012"
"99","HapTA","1.5","1.04318516770401","0.440439026247567","1.16666666666667","1.38266579688743","0.854701392358659","0.5","0.277777777777778","2012"
"100","MacAN","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"101","MacHa","2.17647058823529","1.59041245112891","0.606555672832165","0.764705882352941","0.970142500145332","0.8279203229641","0.705882352941177","0.176470588235294","2012"
"102","MacNa","1.3125","1.01447851956888","0.122062423293454","1.75","1.48323969741913","0.632062371059289","0.25","0.25","2012"
"103","MacPT","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2012"
"104","MacTA","2.55555555555556","1.88561808316413","0.167160370436751","0.555555555555556","0.855585263892997","1.43457706675724","0.833333333333333","0.0555555555555556","2012"
"105","MemAs","1.47058823529412","0.717430053979439","0.0959099769641657","1.17647058823529","1.18507880105328","0.742580106517516","0.470588235294118","0.176470588235294","2012"
"106","BeiYe","1.11764705882353","1.11143786045242","1.0709653333211","0.882352941176471","1.11143786045242","1.24264000884517","0.529411764705882","0.0588235294117647","2013"
"107","BneSa","1","1.18817705157201","0.993585555278677","1.16666666666667","1.38266579688743","0.854701392358659","0.333333333333333","0.277777777777778","2013"
"108","BneTA","0.875","0.806225774829855","0.201258283287778","1.4375","1.41273965518539","0.451465607302297","0.1875","0.375","2013"
"109","HacRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"110","HapAc","1.23529411764706","1.0914103126635","0.919650939377661","1.35294117647059","0.931475742477242","0.185863858714894","0.352941176470588","0.352941176470588","2013"
"111","HapAs","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"112","HapBS","1.44444444444444","1.04161764590537","-0.00849660690015702","0.777777777777778","0.808452083454443","0.379020302325297","0.555555555555556","0.277777777777778","2013"
"113","HapHa","0.947368421052632","0.911267993910214","0.512101234490028","1.26315789473684","1.14707866935281","0.76562067648761","0.263157894736842","0.263157894736842","2013"
"114","HapKS","1.61111111111111","1.09215862287323","0.243762171515686","0.611111111111111","0.697802339187225","0.607591526743615","0.611111111111111","0.333333333333333","2013"
"115","HapPT","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"116","HapRa","1","1.15470053837925","1.21784822407187","1.5625","1.15289490703475","0.102283579490896","0.3125","0.125","2013"
"117","HapRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"118","HapRL","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"119","HapRS","0.75","1.12546286774228","1.51253558013321","1.875","1.45487685618635","0.445234126872856","0.1875","0.125","2013"
"120","HapTA","2.22222222222222","1.26284252455723","-0.228175854413031","1.16666666666667","1.2485285456936","0.732658405583101","0.555555555555556","0.222222222222222","2013"
"121","MacAN","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"122","MacHa","1.625","1.02469507659596","-0.315860514682003","1.1875","0.910585891976516","0.653820376307915","0.5625","0.25","2013"
"123","MacNa","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2013"
"124","MacPT","1.125","0.957427107756338","0.627569731272104","1.75","1.18321595661992","-0.226380603945138","0.1875","0.4375","2013"
"125","MacTA","2.27777777777778","1.31978409800978","0.24017604145296","0.555555555555556","0.704792186494566","0.767971849257429","0.833333333333333","0.166666666666667","2013"
"126","MemAs","1.47058823529412","1.3746657347708","0.533121525819381","1.11764705882353","1.65387246111877","1.38516163277638","0.529411764705882","0.235294117647059","2013"
"127","BeiYe","1.17647058823529","1.18507880105328","0.954641026264119","1","0.935414346693485","0.862422831045134","0.294117647058824","0.411764705882353","2014"
"128","BneSa","1.17647058823529","0.63593377383646","-0.118715881941274","1.05882352941176","1.2485285456936","0.985164400178725","0.352941176470588","0.411764705882353","2014"
"129","BneTA","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"130","HacRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"131","HapAc","0.866666666666667","0.639940473422184","0.0836641123716904","1.2","1.20712172424443","0.782285420371557","0.266666666666667","0.333333333333333","2014"
"132","HapAs","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"133","HapBS","2","1.11803398874989","0.252544148047035","0.647058823529412","0.701888209634219","0.526243704250016","0.705882352941177","0.235294117647059","2014"
"134","HapHa","1.13333333333333","1.12546286774228","0.601909596487836","1.6","1.2983506020002","0.526352303804276","0.333333333333333","0.2","2014"
"135","HapKS","1.52941176470588","1.00732610526728","0.270024181522405","0.764705882352941","0.752446988556825","0.361199637815458","0.529411764705882","0.352941176470588","2014"
"136","HapPT","1.13333333333333","1.12546286774228","0.8824959070053","1.6","1.0555973258235","0.0952189040782269","0.2","0.266666666666667","2014"
"137","HapRa","1.23529411764706","1.30045240996671","0.874028960105017","0.941176470588235","0.899346167730627","0.104091558392469","0.352941176470588","0.294117647058824","2014"
"138","HapRG","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"139","HapRL","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"140","HapRS","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"141","HapTA","1.375","1.08781125813871","0.154763863657282","1.125","0.957427107756338","0.200288212108118","0.4375","0.25","2014"
"142","MacAN","NaN",NA,"NaN","NaN",NA,"NaN","NaN","NaN","2014"
"143","MacHa","1.5625","1.50416089564913","0.824284624391833","1","1.03279555898864","0.680797853825522","0.5625","0.125","2014"
"144","MacNa","1.58823529411765","1.41681083464818","0.328066765503633","1.64705882352941","1.3200935795706","0.313745720448762","0.352941176470588","0.294117647058824","2014"
"145","MacPT","1","1.03279555898864","0.680797853825522","1.1875","1.16726175299288","0.840925096121824","0.3125","0.3125","2014"
"146","MacTA","2.4375","1.20933866224478","0.0306442653565753","0.5625","0.629152869605896","0.535259210741581","0.8125","0.1875","2014"
"147","MemAs","1.1875","1.32759180473518","0.641684397094063","1.25","1.18321595661992","0.226380603945138","0.1875","0.5","2014"
